   3.3332000000000001e-01	   1.1709369999999999e+00	   8.4420700000000004e-01	   0.0000000000000000e+00	   9.8436197930000002e-01	  -2.1457999500000002e-02	   1.7176999599999999e-02	  -1.7399999629999999e-01	   3.5853097268404369e-02	  -4.0116771060378011e-02	   1.8518744778098320e-01	   1.0801350000000001e+00	   3.9491931368854621e-01	   3.5606144924929040e-01	   1.4074420225133585e-01	  -1.4265380833808447e-01	  -8.7843100614079517e-01	   2.9922700000000002e-01	  -2.8045524759212825e-01	  -2.7982256416983886e-01	   6.6750146544371419e-02	   1.0749156156141289e-01	  -6.2082668612966366e-02	   0.0000000000000000e+00	   8.9226954793449842e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -1.3007080000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.2103791709251271e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.5167460000000001e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   3.6665199999999998e-01	   1.3004819999999999e+00	   8.0143799999999998e-01	   0.0000000000000000e+00	   9.8666484070000005e-01	  -1.4417997700000001e-02	   3.2162994799999997e-02	  -1.5890297430000000e-01	   2.1751657224226978e-02	  -6.1855518476606662e-02	   1.5056572370057755e-01	   1.4003429999999999e+00	   2.5317776428970923e-01	   3.3043401633073349e-01	   1.0044396670068130e-01	  -1.3364346833576632e-01	  -7.6756055822872149e-01	   3.9195000000000008e-01	  -2.9891364847801272e-01	  -2.6545018018925370e-01	   5.4817439159634058e-02	   1.0002133795024365e-01	  -7.9081287843634260e-02	   0.0000000000000000e+00	   7.8631986377336882e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -1.3038760000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -1.4822654094670453e-02	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.3193040000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   3.9998400000000001e-01	   1.4227200000000000e+00	   7.8060799999999997e-01	  -0.0000000000000000e+00	   9.7888399960000005e-01	   6.1683063000000003e-02	  -1.2256012500000000e-02	  -1.9450219860000001e-01	  -1.3022264236540998e-01	  -1.4390906840177589e-01	  -1.7599655242684162e-01	   1.4171199999999999e+00	   8.9282770277975237e-02	   3.1117843941017692e-01	  -7.8254568942250718e-02	  -1.0414575467431983e-01	  -9.6127486884295532e-01	   8.1427400000000005e-01	  -3.8317992438240428e-01	   4.7291027453355665e-03	   3.7149417766901748e-02	   9.4009416025591819e-02	  -1.7625823133352223e-01	   0.0000000000000000e+00	   3.2199886825056001e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -1.3537530000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -7.1518462045838394e-02	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.3770789999999999e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   4.3331600000000003e-01	   1.5155280000000000e+00	   7.6890599999999998e-01	  -0.0000000000000000e+00	   9.7511981770000000e-01	   7.6518985700000000e-02	   3.4086993599999997e-02	  -2.0524196159999999e-01	  -2.0057471093613310e-01	  -1.6479694478131740e-01	  -4.6110409311047906e-01	   1.7043790000000003e+00	   6.8757949478088403e-03	   3.4902448766264293e-01	  -1.6118188783251838e-01	  -1.3071570892917456e-01	  -9.3089836950803373e-01	   9.2945400000000000e-01	  -5.4125212046226734e-01	   2.4914499988445794e-02	   7.3247022300709211e-04	   9.9278580536491523e-02	  -1.7161942979693837e-01	   0.0000000000000000e+00	   3.6740816032585076e-02	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -1.3854320000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -2.5677113056904827e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.0576430000000001e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   4.6664800000000001e-01	   1.6080490000000001e+00	   7.6932999999999996e-01	  -0.0000000000000000e+00	   9.7050387930000004e-01	   7.5292990599999998e-02	   5.5536993100000001e-02	  -2.2219097239999999e-01	  -2.0459460084797940e-01	  -1.6118222757686951e-01	  -7.8585742404651404e-01	   1.8353790000000003e+00	  -9.7917431588440712e-02	   3.3719888679613669e-01	  -2.0045805713166717e-01	  -1.1856297789958505e-01	  -8.3879659996992528e-01	   9.2011399999999999e-01	  -6.5924384662291990e-01	   1.7170353666743594e-02	  -1.4445176050390739e-02	   1.0882482543706853e-01	  -1.5549780768027149e-01	   0.0000000000000000e+00	  -2.5043912970805537e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -1.4565870000000003e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -4.6282604332333888e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   7.5406499999999999e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   4.9997999999999998e-01	   1.7063269999999999e+00	   7.8537599999999996e-01	  -0.0000000000000000e+00	   9.6600157190000002e-01	   6.3937037899999993e-02	   4.8715028799999997e-02	  -2.4572314549999999e-01	  -1.4898634646418854e-01	  -1.6130213261076196e-01	  -1.0860153222876674e+00	   1.7659609999999999e+00	  -2.0435634634217778e-01	   3.6000018588215121e-01	  -1.4695373029769984e-01	  -1.0718453553811989e-01	  -6.8604596364072334e-01	   7.8323900000000002e-01	  -6.9604940510063251e-01	   3.7575537641684087e-02	  -9.7275908065024182e-03	   1.0454322858180511e-01	  -1.0395949671448558e-01	   0.0000000000000000e+00	  -4.8076603657725098e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -1.5508800000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -7.0660643743498774e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   8.0914800000000009e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   5.3331200000000001e-01	   1.8166700000000000e+00	   8.1238100000000002e-01	  -0.0000000000000000e+00	   9.6207816530000001e-01	   4.3261007400000002e-02	   3.0735005300000000e-02	  -2.6756204600000000e-01	  -8.4266543251387258e-02	  -1.5581080936792624e-01	  -1.2897235133189497e+00	   1.5393399999999999e+00	  -2.7267828755722190e-01	   3.8054972958016653e-01	  -9.7763740797313120e-02	  -6.8330753532024197e-02	  -4.6228931079736285e-01	   5.0502999999999998e-01	  -5.9336722393538910e-01	   4.9216247564477796e-02	  -2.1579692799124087e-02	   6.0148933752778709e-02	  -1.6853663338971585e-02	   0.0000000000000000e+00	  -6.2069894947548510e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -1.6877510000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -9.2369173614179434e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   9.1931499999999999e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   5.6664400000000004e-01	   1.9396050000000000e+00	   8.4279000000000004e-01	  -0.0000000000000000e+00	   9.6144104279999998e-01	   2.0797979300000002e-02	  -3.6909962999999999e-03	  -2.7419872699999998e-01	  -6.9669485870065993e-03	  -1.3593868907352419e-01	  -1.3668052777382407e+00	   1.2212580000000000e+00	  -2.9717740058518222e-01	   3.1424369339482938e-01	   1.2389720402593212e-02	  -3.4656599568549523e-02	  -2.1062921816004265e-01	   2.3000699999999999e-01	  -2.8716164377801601e-01	   1.7271558551047922e-01	  -3.4347847129027304e-02	   3.3891338121933255e-02	   5.8041265644113146e-02	   0.0000000000000000e+00	  -6.8357538568457410e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -1.8156220000000001e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -1.0664965592394373e+00	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.0039890000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   5.9997600000000006e-01	   2.0661930000000002e+00	   8.6833700000000003e-01	  -0.0000000000000000e+00	   9.6180331070000002e-01	   1.0160992700000000e-02	  -1.7494987500000000e-02	  -2.7299280430000000e-01	   1.2230711046268739e-02	  -9.4297475348258109e-02	  -1.3652457815209889e+00	   8.9115299999999997e-01	  -2.7656893753561235e-01	   2.2385403316862756e-01	  -4.1095867951573904e-02	   1.4651459959614686e-03	  -7.2434436713991173e-03	   2.0702000000000002e-02	   1.5300155604568330e-01	  -7.1174912717260522e-02	  -5.2551152177916810e-02	   2.9566165402744388e-02	   8.6932812799495718e-02	   0.0000000000000000e+00	  -6.8494250032049409e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -1.8697070000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -1.0922164665150436e+00	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.0772699999999999e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   6.3330799999999998e-01	   2.1969340000000002e+00	   8.8380599999999998e-01	  -0.0000000000000000e+00	   9.6604224660000004e-01	   5.5739956999999998e-03	  -2.2539982399999998e-02	  -2.5733879929999998e-01	   1.4959935269251334e-02	  -3.9980661219795495e-02	  -1.2837412413231690e+00	   5.8710799999999996e-01	  -2.7151969965326028e-01	   2.4743918533222073e-01	   1.6415142009550615e-01	   4.4059727625797185e-02	   1.0219388234862384e-01	   9.4173000000000007e-02	   4.1615037559781753e-01	  -2.9980256970937580e-01	  -5.9126961121914914e-02	   5.0209769596359199e-02	   1.0000269172526877e-01	   0.0000000000000000e+00	  -5.9420805880988370e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -1.8411370000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -1.0601712872423770e+00	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.1519600000000001e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   6.6664000000000001e-01	   2.3296749999999999e+00	   8.8989700000000005e-01	  -0.0000000000000000e+00	   9.7359907450000005e-01	   6.9789934000000003e-03	  -1.6065984700000001e-02	  -2.2759178360000001e-01	  -2.5184686848419607e-02	   3.2948493572375892e-02	  -1.1366971657419451e+00	   3.4211000000000003e-01	  -2.7909414465312132e-01	   2.7421194438423829e-01	   1.6278175938218495e-01	   9.0082206527733327e-02	   1.5161142015242032e-01	   4.1451100000000002e-01	   3.9047657596141166e-01	  -1.4101463808688233e-01	  -6.8684016808512674e-02	   7.4441679192234392e-02	   8.9229131784317406e-02	   0.0000000000000000e+00	  -4.3899405907344274e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -1.7820430000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -1.0085894846314813e+00	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.2265280000000001e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   6.9997200000000004e-01	   2.4621770000000001e+00	   8.8756000000000002e-01	  -0.0000000000000000e+00	   9.8031726080000003e-01	   1.7927004800000000e-02	  -8.5040023000000006e-03	  -1.9642905229999999e-01	  -1.0774602390683177e-01	   1.0799943282862935e-01	  -9.9050317394351939e-01	   2.4369800000000000e-01	  -2.5721462846502591e-01	   3.0638751694541377e-01	   6.8754245379167526e-03	   5.5130782293460141e-02	   1.8916420909358267e-01	   7.4948499999999996e-01	   3.9029357605505038e-01	  -2.1072267745209969e-01	  -7.3723369185010657e-02	   1.0325229490574223e-01	   6.8479790782571812e-02	   0.0000000000000000e+00	  -2.7592444852391873e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -1.6812690000000001e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -9.5836295030615171e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.2768070000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   7.3330399999999996e-01	   2.5936569999999999e+00	   8.4420700000000004e-01	  -0.0000000000000000e+00	   9.8436197930000002e-01	   2.1457999500000002e-02	  -1.7176999599999999e-02	  -1.7399999629999999e-01	  -1.4074420225133585e-01	   1.4265380833808447e-01	  -8.7843100614079517e-01	   2.9922700000000002e-01	  -2.8045524759212825e-01	   2.7982256416983886e-01	  -3.5853097268404369e-02	   4.0116771060378011e-02	   1.8518744778098320e-01	   1.0801350000000001e+00	   3.9491931368854621e-01	  -3.5606144924929040e-01	  -6.6750146544371419e-02	   1.0749156156141289e-01	   6.2082668612966366e-02	   0.0000000000000000e+00	  -1.2103791709251271e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -1.5167460000000001e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -8.9226954793449842e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.3007080000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   7.6663599999999998e-01	   2.7232020000000001e+00	   8.0143799999999998e-01	  -0.0000000000000000e+00	   9.8666484070000005e-01	   1.4417997700000001e-02	  -3.2162994799999997e-02	  -1.5890297430000000e-01	  -1.0044396670068130e-01	   1.3364346833576632e-01	  -7.6756055822872149e-01	   3.9195000000000008e-01	  -2.9891364847801272e-01	   2.6545018018925370e-01	  -2.1751657224226978e-02	   6.1855518476606662e-02	   1.5056572370057755e-01	   1.4003429999999999e+00	   2.5317776428970923e-01	  -3.3043401633073349e-01	  -5.4817439159634058e-02	   1.0002133795024365e-01	   7.9081287843634260e-02	   0.0000000000000000e+00	   1.4822654094670453e-02	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -1.3193040000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -7.8631986377336882e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.3038760000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   7.9996800000000001e-01	   2.8454400000000000e+00	   7.8060799999999997e-01	  -0.0000000000000000e+00	   9.8706006499999999e-01	   2.7400001999999999e-03	  -4.4948003000000000e-02	  -1.5389801010000001e-01	  -1.2997268546421809e-01	   1.8943192608942819e-01	  -6.9399788254068873e-01	   5.3864599999999996e-01	  -2.1821531806906341e-01	   5.9184923489645588e-02	  -1.8667707855756579e-02	   9.3701733310769031e-02	   4.4127958260767257e-02	   1.7289570000000001e+00	   1.0987442576919593e-01	  -1.2448533103958780e-01	  -3.8910952340706711e-02	   8.6024187254779130e-02	   1.0827290575012317e-01	   0.0000000000000000e+00	   1.3089070882643733e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -1.1080490000000001e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -6.1809581248001089e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.2915330000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
